data,valor
2011-10-03,1113.35
2011-10-04,1111.01
2011-10-05,1110.80
2011-10-06,1113.71
2011-10-07,1113.84
2011-10-10,1103.81
2011-10-11,1104.81
2011-10-13,1102.17
2011-10-14,1104.94
2011-10-17,1114.00
2011-10-18,1109.00
2011-10-19,1113.44
2011-10-20,1110.60
2011-10-21,1116.87
2011-10-24,1110.13
2011-10-25,1114.36
2011-10-26,1112.51
2011-10-27,1112.80
2011-10-28,1109.97
2011-10-31,1107.17
2011-11-01,1117.78
2011-11-03,1115.85
2011-11-04,1117.14
2011-11-07,1119.00
2011-11-08,1111.33
2011-11-09,1121.25
2011-11-10,1123.15
2011-11-11,1125.80
2011-11-14,1126.92
2011-11-16,1126.11
2011-11-17,1124.34
2011-11-18,1128.73
2011-11-21,1125.05
2011-11-22,1117.62
2011-11-23,1124.20
2011-11-24,1118.60
2011-11-25,1122.89
2011-11-28,1121.23
2011-11-29,1124.01
2011-11-30,1123.57
2011-12-01,1120.74
2011-12-02,1121.01
2011-12-05,1127.24
2011-12-06,1130.22
2011-12-07,1140.94
2011-12-08,1148.49
2011-12-09,1146.63
2011-12-12,1146.20
2011-12-13,1150.50
2011-12-14,1153.64
2011-12-15,1151.20
2011-12-16,1156.40
2011-12-19,1157.66
2011-12-20,1155.78
2011-12-21,1154.52
2011-12-22,1151.18
2011-12-23,1160.27
2011-12-26,1164.41
2011-12-27,1171.20
2011-12-28,1160.69
2011-12-29,1165.09
2012-01-02,1164.10
2012-01-03,1168.74
2012-01-04,1177.10
2012-01-05,1179.65
2012-01-06,1179.25
2012-01-09,1182.01
2012-01-10,1182.84
2012-01-11,1189.84
2012-01-12,1190.80
2012-01-13,1188.22
2012-01-16,1189.28
2012-01-17,1194.35
2012-01-18,1193.37
2012-01-19,1190.75
2012-01-20,1184.93
2012-01-23,1190.62
2012-01-24,1193.02
2012-01-26,1197.86
2012-01-27,1197.66
2012-01-30,1193.22
2012-01-31,1200.43
2012-02-01,1197.10
2012-02-02,1204.83
2012-02-03,1207.31
2012-02-06,1208.45
2012-02-07,1207.07
2012-02-08,1213.91
2012-02-09,1208.70
2012-02-10,1209.00
2012-02-13,1222.38
2012-02-14,1219.13
2012-02-15,1221.82
2012-02-16,1226.22
2012-02-17,1233.63
2012-02-22,1241.08
2012-02-23,1241.16
2012-02-24,1241.45
2012-02-27,1244.59
2012-02-28,1250.35
2012-02-29,1256.23
2012-03-01,1255.18
2012-03-02,1256.03
2012-03-05,1256.75
2012-03-06,1254.94
2012-03-07,1263.92
2012-03-08,1271.24
2012-03-09,1273.98
2012-03-12,1284.66
2012-03-13,1296.22
2012-03-14,1297.66
2012-03-15,1302.71
2012-03-16,1302.71
2012-03-19,1306.93
2012-03-20,1315.18
2012-03-21,1321.23
2012-03-22,1315.95
2012-03-23,1319.36
2012-03-26,1309.05
2012-03-27,1310.50
2012-03-28,1309.09
2012-03-29,1317.85
2012-03-30,1307.30
2012-04-02,1313.09
2012-04-03,1319.23
2012-04-04,1317.26
2012-04-05,1318.29
2012-04-09,1320.66
2012-04-10,1313.81
2012-04-11,1312.82
2012-04-12,1321.72
2012-04-13,1317.99
2012-04-16,1315.43
2012-04-17,1319.52
2012-04-18,1319.14
2012-04-19,1321.94
2012-04-20,1317.89
2012-04-23,1319.27
2012-04-24,1312.48
2012-04-25,1320.62
2012-04-26,1318.67
2012-04-27,1325.59
2012-04-30,1326.05
2012-05-02,1326.91
2012-05-03,1332.80
2012-05-04,1331.17
2012-05-07,1334.16
2012-05-08,1339.13
2012-05-09,1340.18
2012-05-10,1339.25
2012-05-11,1340.73
2012-05-14,1338.23
2012-05-15,1346.65
2012-05-16,1340.96
2012-05-17,1338.95
2012-05-18,1337.46
2012-05-21,1340.10
2012-05-22,1334.45
2012-05-23,1335.94
2012-05-24,1338.15
2012-05-25,1340.76
2012-05-28,1338.11
2012-05-29,1354.14
2012-05-30,1354.63
2012-05-31,1372.63
2012-06-01,1387.41
2012-06-04,1403.22
2012-06-05,1402.69
2012-06-06,1401.04
2012-06-08,1402.90
2012-06-11,1411.91
2012-06-12,1412.83
2012-06-13,1416.05
2012-06-14,1418.55
2012-06-15,1419.88
2012-06-18,1424.85
2012-06-19,1421.51
2012-06-20,1423.60
2012-06-21,1421.00
2012-06-22,1426.69
2012-06-25,1421.45
2012-06-26,1426.87
2012-06-27,1420.18
2012-06-28,1419.87
2012-06-29,1427.09
2012-07-02,1434.71
2012-07-03,1443.59
2012-07-04,1449.16
2012-07-05,1453.02
2012-07-06,1444.97
2012-07-10,1460.66
2012-07-11,1467.53
2012-07-12,1465.88
2012-07-13,1469.27
2012-07-16,1473.25
2012-07-17,1469.49
2012-07-18,1473.07
2012-07-19,1477.56
2012-07-20,1481.64
2012-07-23,1502.01
2012-07-24,1501.04
2012-07-25,1507.75
2012-07-26,1506.03
2012-07-27,1503.90
2012-07-30,1508.55
2012-07-31,1511.95
2012-08-01,1507.25
2012-08-02,1512.94
2012-08-03,1512.01
2012-08-06,1511.87
2012-08-07,1512.13
2012-08-08,1494.67
2012-08-09,1507.34
2012-08-10,1504.55
2012-08-13,1500.28
2012-08-14,1507.83
2012-08-15,1517.44
2012-08-16,1514.35
2012-08-17,1517.60
2012-08-20,1513.62
2012-08-21,1507.53
2012-08-22,1507.43
2012-08-23,1503.62
2012-08-24,1500.22
2012-08-27,1493.34
2012-08-28,1520.02
2012-08-29,1528.08
2012-08-30,1499.94
2012-08-31,1505.51
2012-09-03,1515.99
2012-09-04,1517.07
2012-09-05,1514.99
2012-09-06,1516.92
2012-09-10,1521.48
2012-09-11,1525.19
2012-09-12,1527.97
2012-09-13,1534.12
2012-09-14,1532.79
2012-09-17,1533.70
2012-09-18,1537.32
2012-09-19,1534.44
2012-09-20,1537.56
2012-09-21,1535.45
2012-09-24,1534.31
2012-09-25,1532.32
2012-09-26,1534.21
2012-09-27,1529.69
2012-09-28,1532.00
2012-10-01,1520.32
2012-10-02,1523.38
2012-10-03,1513.17
2012-10-04,1523.43
2012-10-05,1519.64
2012-10-08,1526.96
2012-10-09,1530.11
2012-10-10,1527.47
2012-10-11,1536.68
2012-10-15,1530.48
2012-10-16,1529.47
2012-10-17,1528.82
2012-10-18,1526.49
2012-10-19,1526.62
2012-10-22,1521.48
2012-10-23,1518.26
2012-10-24,1516.26
2012-10-25,1507.20
2012-10-26,1504.75
2012-10-29,1503.00
2012-10-30,1497.02
2012-10-31,1500.57
2012-11-01,1500.97
2012-11-05,1482.56
2012-11-06,1481.85
2012-11-07,1492.38
2012-11-08,1483.71
2012-11-09,1480.91
2012-11-12,1477.97
2012-11-13,1477.67
2012-11-14,1476.55
2012-11-16,1477.69
2012-11-19,1478.09
2012-11-21,1476.16
2012-11-22,1480.31
2012-11-23,1480.18
2012-11-26,1468.89
2012-11-27,1481.22
2012-11-28,1493.62
2012-11-29,1504.19
2012-11-30,1506.52
2012-12-03,1518.25
2012-12-04,1527.21
2012-12-05,1525.89
2012-12-06,1532.32
2012-12-07,1540.15
2012-12-10,1538.52
2012-12-11,1535.50
2012-12-12,1531.28
2012-12-13,1538.61
2012-12-14,1534.98
2012-12-17,1529.54
2012-12-18,1532.46
2012-12-19,1546.04
2012-12-20,1544.85
2012-12-21,1553.93
2012-12-26,1564.32
2012-12-27,1571.50
2012-12-28,1573.34
2013-01-02,1580.50
2013-01-03,1579.74
2013-01-04,1582.08
2013-01-07,1583.05
2013-01-08,1587.93
2013-01-09,1587.96
2013-01-10,1589.87
2013-01-11,1587.21
2013-01-14,1584.45
2013-01-15,1583.76
2013-01-16,1583.12
2013-01-17,1589.45
2013-01-18,1588.06
2013-01-21,1589.23
2013-01-22,1588.57
2013-01-23,1591.93
2013-01-24,1594.01
2013-01-28,1596.22
2013-01-29,1596.81
2013-01-30,1603.26
2013-01-31,1613.76
2013-02-01,1619.38
2013-02-04,1620.81
2013-02-05,1610.48
2013-02-06,1611.10
2013-02-07,1612.62
2013-02-08,1612.47
2013-02-13,1613.15
2013-02-14,1607.69
2013-02-15,1603.71
2013-02-18,1607.81
2013-02-19,1606.86
2013-02-20,1605.38
2013-02-21,1600.08
2013-02-22,1602.11
2013-02-25,1599.74
2013-02-26,1599.58
2013-02-27,1595.78
2013-02-28,1597.88
2013-03-01,1598.87
2013-03-04,1600.05
2013-03-05,1603.76
2013-03-06,1605.12
2013-03-07,1602.02
2013-03-08,1604.22
2013-03-11,1600.17
2013-03-12,1599.08
2013-03-13,1593.18
2013-03-14,1591.37
2013-03-15,1587.24
2013-03-18,1585.13
2013-03-19,1575.21
2013-03-20,1570.52
2013-03-21,1572.77
2013-03-22,1570.06
2013-03-25,1562.35
2013-03-26,1570.41
2013-03-27,1571.44
2013-03-28,1579.32
2013-04-01,1576.28
2013-04-02,1571.77
2013-04-03,1575.06
2013-04-04,1574.15
2013-04-05,1570.41
2013-04-08,1568.28
2013-04-09,1567.67
2013-04-10,1573.87
2013-04-11,1574.92
2013-04-12,1571.20
2013-04-15,1567.35
2013-04-16,1570.00
2013-04-17,1564.01
2013-04-18,1566.13
2013-04-19,1565.95
2013-04-22,1555.10
2013-04-23,1556.97
2013-04-24,1551.69
2013-04-25,1550.80
2013-04-26,1550.41
2013-04-29,1547.52
2013-04-30,1549.00
2013-05-02,1540.78
2013-05-03,1541.79
2013-05-06,1540.13
2013-05-07,1539.75
2013-05-08,1539.67
2013-05-09,1536.87
2013-05-10,1541.05
2013-05-13,1542.91
2013-05-14,1548.20
2013-05-15,1547.21
2013-05-16,1552.87
2013-05-17,1552.92
2013-05-20,1552.45
2013-05-21,1553.68
2013-05-22,1552.59
2013-05-23,1554.21
2013-05-24,1551.31
2013-05-27,1548.05
2013-05-28,1550.11
2013-05-29,1551.27
2013-05-31,1549.36
2013-06-03,1545.45
2013-06-04,1538.29
2013-06-05,1524.92
2013-06-06,1512.61
2013-06-07,1513.41
2013-06-10,1499.83
2013-06-11,1460.47
2013-06-12,1466.67
2013-06-13,1482.79
2013-06-14,1472.98
2013-06-17,1474.89
2013-06-18,1460.91
2013-06-19,1450.36
2013-06-20,1425.67
2013-06-21,1419.01
2013-06-24,1399.88
2013-06-25,1422.50
2013-06-26,1432.00
2013-06-27,1432.98
2013-06-28,1437.76
2013-07-01,1437.04
2013-07-02,1428.68
2013-07-03,1432.78
2013-07-04,1421.15
2013-07-05,1423.97
2013-07-08,1425.02
2013-07-10,1419.15
2013-07-11,1416.12
2013-07-12,1412.05
2013-07-15,1407.48
2013-07-16,1410.47
2013-07-17,1406.12
2013-07-18,1410.30
2013-07-19,1415.39
2013-07-22,1419.81
2013-07-23,1430.93
2013-07-24,1428.35
2013-07-25,1425.77
2013-07-26,1429.62
2013-07-29,1427.97
2013-07-30,1429.65
2013-07-31,1427.11
2013-08-01,1424.68
2013-08-02,1418.52
2013-08-05,1421.89
2013-08-06,1411.92
2013-08-07,1409.43
2013-08-08,1406.49
2013-08-09,1414.83
2013-08-12,1410.10
2013-08-13,1405.68
2013-08-14,1403.65
2013-08-15,1403.92
2013-08-16,1402.45
2013-08-19,1389.62
2013-08-20,1390.45
2013-08-21,1381.56
2013-08-22,1379.16
2013-08-23,1374.86
2013-08-26,1375.92
2013-08-27,1370.42
2013-08-28,1362.63
2013-08-29,1366.59
2013-08-30,1375.07
2013-09-02,1384.78
2013-09-03,1386.97
2013-09-04,1386.83
2013-09-05,1385.22
2013-09-06,1386.42
2013-09-09,1384.83
2013-09-10,1384.04
2013-09-11,1381.96
2013-09-12,1377.55
2013-09-13,1375.76
2013-09-16,1374.02
2013-09-17,1372.65
2013-09-18,1376.29
2013-09-19,1378.50
2013-09-20,1380.95
2013-09-23,1379.49
2013-09-24,1379.76
2013-09-25,1388.39
2013-09-26,1389.84
2013-09-27,1392.47
2013-09-30,1400.93
2013-10-01,1402.08
2013-10-02,1407.31
2013-10-03,1406.08
2013-10-04,1412.63
2013-10-07,1406.75
2013-10-08,1406.74
2013-10-09,1407.53
2013-10-10,1403.38
2013-10-11,1405.86
2013-10-14,1410.94
2013-10-15,1409.90
2013-10-16,1409.57
2013-10-17,1406.48
2013-10-18,1407.95
2013-10-21,1410.10
2013-10-22,1417.19
2013-10-23,1420.51
2013-10-24,1421.04
2013-10-25,1423.10
2013-10-28,1420.05
2013-10-29,1418.21
2013-10-30,1419.48
2013-10-31,1423.10
2013-11-01,1426.54
2013-11-04,1425.13
2013-11-05,1421.30
2013-11-06,1424.16
2013-11-07,1422.88
2013-11-08,1420.76
2013-11-11,1412.62
2013-11-12,1412.75
2013-11-13,1408.52
2013-11-14,1414.38
2013-11-18,1413.85
2013-11-19,1411.81
2013-11-21,1413.53
2013-11-22,1413.05
2013-11-25,1408.52
2013-11-26,1406.59
2013-11-27,1405.05
2013-11-28,1406.25
2013-11-29,1411.67
2013-12-02,1407.18
2013-12-03,1403.88
2013-12-04,1399.89
2013-12-05,1388.53
2013-12-06,1386.40
2013-12-09,1378.07
2013-12-10,1380.54
2013-12-11,1373.73
2013-12-12,1370.13
2013-12-13,1364.76
2013-12-16,1363.48
2013-12-17,1364.54
2013-12-18,1359.07
2013-12-19,1363.19
2013-12-20,1372.09
2013-12-23,1360.33
2013-12-26,1363.00
2013-12-27,1372.56
2013-12-30,1374.70
2014-01-02,1376.31
2014-01-03,1374.91
2014-01-06,1374.54
2014-01-07,1374.34
2014-01-08,1370.32
2014-01-09,1363.67
2014-01-10,1349.92
2014-01-13,1348.09
2014-01-14,1347.07
2014-01-15,1347.01
2014-01-16,1335.21
2014-01-17,1332.07
2014-01-20,1329.05
2014-01-21,1318.76
2014-01-22,1313.22
2014-01-23,1307.90
2014-01-24,1298.08
2014-01-27,1289.27
2014-01-28,1286.96
2014-01-29,1272.36
2014-01-30,1274.17
2014-01-31,1282.04
2014-02-03,1265.54
2014-02-04,1256.79
2014-02-05,1250.37
2014-02-06,1241.30
2014-02-07,1238.36
2014-02-10,1231.30
2014-02-11,1233.91
2014-02-12,1234.49
2014-02-13,1237.50
2014-02-14,1243.78
2014-02-17,1247.78
2014-02-18,1251.43
2014-02-19,1256.96
2014-02-20,1259.54
2014-02-21,1275.76
2014-02-24,1284.00
2014-02-25,1296.49
2014-02-26,1303.46
2014-02-27,1316.20
2014-02-28,1330.42
2014-03-05,1339.55
2014-03-06,1337.75
2014-03-07,1337.25
2014-03-10,1327.47
2014-03-11,1329.65
2014-03-12,1327.98
2014-03-13,1323.42
2014-03-14,1321.58
2014-03-17,1322.54
2014-03-18,1323.29
2014-03-19,1324.90
2014-03-20,1323.39
2014-03-21,1327.86
2014-03-24,1325.66
2014-03-25,1327.44
2014-03-26,1330.20
2014-03-27,1332.81
2014-03-28,1332.94
2014-03-31,1336.07
2014-04-01,1335.17
2014-04-02,1336.60
2014-04-03,1338.64
2014-04-04,1339.14
2014-04-07,1340.29
2014-04-08,1337.38
2014-04-09,1336.22
2014-04-10,1336.21
2014-04-11,1337.62
2014-04-14,1343.55
2014-04-15,1346.13
2014-04-16,1343.47
2014-04-17,1344.76
2014-04-22,1344.88
2014-04-23,1345.93
2014-04-24,1347.09
2014-04-25,1347.44
2014-04-28,1349.62
2014-04-29,1348.59
2014-04-30,1350.76
2014-05-02,1359.12
2014-05-05,1357.66
2014-05-06,1357.10
2014-05-07,1355.60
2014-05-08,1358.08
2014-05-09,1358.24
2014-05-12,1357.77
2014-05-13,1357.74
2014-05-14,1361.40
2014-05-15,1363.20
2014-05-16,1360.47
2014-05-19,1360.43
2014-05-20,1358.59
2014-05-21,1359.81
2014-05-22,1357.78
2014-05-23,1357.91
2014-05-26,1357.56
2014-05-27,1358.47
2014-05-28,1361.01
2014-05-29,1364.60
2014-05-30,1369.25
2014-06-02,1368.05
2014-06-03,1366.52
2014-06-04,1368.08
2014-06-05,1369.85
2014-06-06,1372.81
2014-06-09,1371.70
2014-06-10,1372.16
2014-06-11,1372.33
2014-06-13,1375.80
2014-06-16,1375.30
2014-06-17,1376.44
2014-06-18,1376.06
2014-06-20,1374.37
2014-06-23,1376.34
2014-06-24,1379.95
2014-06-25,1381.84
2014-06-26,1381.49
2014-06-27,1383.52
2014-06-30,1387.63
2014-07-01,1387.99
2014-07-02,1390.58
2014-07-03,1390.76
2014-07-04,1389.25
2014-07-07,1386.06
2014-07-08,1391.00
2014-07-10,1388.36
2014-07-11,1387.20
2014-07-14,1390.27
2014-07-15,1391.82
2014-07-16,1389.69
2014-07-17,1392.95
2014-07-18,1394.02
2014-07-21,1399.73
2014-07-22,1404.87
2014-07-23,1404.06
2014-07-24,1406.35
2014-07-25,1407.14
2014-07-28,1402.94
2014-07-29,1408.70
2014-07-30,1408.57
2014-07-31,1409.42
2014-08-01,1410.03
2014-08-04,1402.19
2014-08-05,1397.56
2014-08-06,1393.90
2014-08-07,1392.72
2014-08-08,1390.25
2014-08-11,1391.82
2014-08-12,1389.80
2014-08-13,1392.70
2014-08-14,1391.48
2014-08-15,1397.15
2014-08-18,1394.97
2014-08-19,1396.90
2014-08-20,1393.05
2014-08-21,1399.34
2014-08-22,1398.10
2014-08-25,1396.11
2014-08-26,1394.49
2014-08-27,1400.58
2014-08-28,1405.66
2014-08-29,1413.10
2014-09-01,1413.51
2014-09-02,1418.07
2014-09-03,1418.18
2014-09-04,1420.67
2014-09-05,1415.76
2014-09-08,1412.31
2014-09-09,1413.96
2014-09-10,1412.52
2014-09-11,1414.92
2014-09-12,1414.03
2014-09-15,1417.65
2014-09-16,1418.49
2014-09-17,1422.02
2014-09-18,1424.14
2014-09-19,1418.66
2014-09-22,1416.89
2014-09-23,1418.96
2014-09-24,1419.42
2014-09-25,1420.41
2014-09-26,1424.10
2014-09-29,1418.12
2014-09-30,1421.44
2014-10-01,1421.51
2014-10-02,1420.16
2014-10-03,1412.19
2014-10-06,1414.58
2014-10-07,1418.92
2014-10-08,1416.17
2014-10-09,1416.88
2014-10-10,1419.32
2014-10-13,1419.08
2014-10-14,1421.24
2014-10-15,1419.86
2014-10-16,1416.78
2014-10-17,1419.97
2014-10-20,1416.45
2014-10-21,1410.61
2014-10-22,1409.59
2014-10-23,1405.25
2014-10-24,1405.53
2014-10-27,1395.13
2014-10-28,1397.66
2014-10-29,1396.20
2014-10-30,1400.47
2014-10-31,1402.46
2014-11-03,1398.45
2014-11-04,1396.22
2014-11-05,1391.95
2014-11-06,1386.47
2014-11-07,1383.83
2014-11-10,1377.18
2014-11-11,1366.53
2014-11-12,1361.40
2014-11-13,1352.21
2014-11-14,1349.87
2014-11-17,1347.11
2014-11-18,1345.11
2014-11-19,1341.43
2014-11-21,1344.02
2014-11-24,1351.52
2014-11-25,1354.24
2014-11-26,1357.08
2014-11-27,1356.64
2014-11-28,1361.51
2014-12-01,1354.97
2014-12-02,1351.08
2014-12-03,1343.45
2014-12-04,1341.81
2014-12-05,1343.84
2014-12-08,1336.17
2014-12-09,1331.27
2014-12-10,1331.18
2014-12-11,1330.02
2014-12-12,1321.80
2014-12-15,1320.72
2014-12-16,1304.15
2014-12-17,1312.56
2014-12-18,1318.20
2014-12-19,1323.46
2014-12-22,1319.55
2014-12-23,1324.39
2014-12-26,1329.78
2014-12-29,1332.78
2014-12-30,1336.72
2015-01-02,1346.52
2015-01-05,1352.79
2015-01-06,1347.43
2015-01-07,1351.00
2015-01-08,1352.45
2015-01-09,1355.06
2015-01-12,1358.68
2015-01-13,1358.96
2015-01-14,1359.88
2015-01-15,1371.12
2015-01-16,1376.51
2015-01-19,1379.29
2015-01-20,1375.68
2015-01-21,1374.67
2015-01-22,1379.17
2015-01-23,1378.63
2015-01-26,1376.07
2015-01-27,1372.38
2015-01-28,1370.51
2015-01-29,1372.91
2015-01-30,1372.06
2015-02-02,1372.96
2015-02-03,1373.29
2015-02-04,1370.67
2015-02-05,1368.99
2015-02-06,1367.75
2015-02-09,1364.09
2015-02-10,1358.30
2015-02-11,1359.19
2015-02-12,1364.45
2015-02-13,1365.62
2015-02-18,1366.02
2015-02-19,1366.56
2015-02-20,1362.61
2015-02-23,1364.05
2015-02-24,1367.98
2015-02-25,1363.37
2015-02-26,1368.39
2015-02-27,1369.42
2015-03-02,1364.52
2015-03-03,1359.53
2015-03-04,1355.85
2015-03-05,1354.25
2015-03-06,1355.19
2015-03-09,1355.42
2015-03-10,1343.92
2015-03-11,1345.47
2015-03-12,1344.52
2015-03-13,1341.75
2015-03-16,1333.18
2015-03-17,1333.18
2015-03-18,1334.15
2015-03-19,1335.41
2015-03-20,1333.17
2015-03-23,1331.98
2015-03-24,1330.44
2015-03-25,1331.99
2015-03-26,1332.24
2015-03-27,1338.25
2015-03-30,1340.09
2015-03-31,1347.63
2015-04-01,1354.08
2015-04-02,1356.10
2015-04-06,1360.77
2015-04-07,1361.94
2015-04-08,1364.54
2015-04-09,1364.40
2015-04-10,1365.79
2015-04-13,1365.55
2015-04-14,1362.08
2015-04-15,1370.17
2015-04-16,1372.27
2015-04-17,1372.39
2015-04-20,1372.52
2015-04-22,1375.39
2015-04-23,1381.31
2015-04-24,1384.53
2015-04-27,1384.43
2015-04-28,1385.97
2015-04-29,1390.17
2015-04-30,1397.06
2015-05-04,1398.93
2015-05-05,1403.05
2015-05-06,1409.70
2015-05-07,1404.49
2015-05-08,1405.78
2015-05-11,1407.24
2015-05-12,1407.86
2015-05-13,1408.76
2015-05-14,1409.23
2015-05-15,1413.51
2015-05-18,1413.57
2015-05-19,1411.46
2015-05-20,1410.63
2015-05-21,1414.03
2015-05-22,1415.42
2015-05-25,1417.85
2015-05-26,1412.77
2015-05-27,1415.75
2015-05-28,1414.25
2015-05-29,1417.54
2015-06-01,1419.78
2015-06-02,1422.79
2015-06-03,1425.72
2015-06-05,1431.46
2015-06-08,1428.63
2015-06-09,1429.45
2015-06-10,1433.71
2015-06-11,1432.79
2015-06-12,1434.87
2015-06-15,1437.01
2015-06-16,1441.53
2015-06-17,1444.31
2015-06-18,1451.16
2015-06-19,1448.66
2015-06-22,1451.34
2015-06-23,1449.95
2015-06-24,1452.52
2015-06-25,1452.88
2015-06-26,1453.31
2015-06-29,1455.54
2015-06-30,1460.46
2015-07-01,1466.83
2015-07-02,1467.47
2015-07-03,1466.48
2015-07-06,1465.88
2015-07-07,1469.80
2015-07-08,1471.65
2015-07-10,1470.55
2015-07-13,1474.17
2015-07-14,1473.04
2015-07-15,1477.54
2015-07-16,1479.86
2015-07-17,1478.81
2015-07-20,1476.84
2015-07-21,1476.72
2015-07-22,1477.35
2015-07-23,1472.20
2015-07-24,1467.90
2015-07-27,1468.24
2015-07-28,1466.23
2015-07-29,1467.52
2015-07-30,1466.66
2015-07-31,1470.73
